video,annotation,translation
094/P25_S094_00.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P25_S094_01.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P25_S094_02.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P25_S094_03.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P25_S094_04.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
095/P25_S095_00.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P25_S095_01.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P25_S095_02.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P25_S095_03.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P25_S095_04.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
096/P25_S096_00.mp4,Дети игра футбол,Дети играют в футбол
096/P25_S096_01.mp4,Дети игра футбол,Дети играют в футбол
096/P25_S096_02.mp4,Дети игра футбол,Дети играют в футбол
096/P25_S096_03.mp4,Дети игра футбол,Дети играют в футбол
096/P25_S096_04.mp4,Дети игра футбол,Дети играют в футбол
097/P25_S097_00.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P25_S097_01.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P25_S097_02.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P25_S097_03.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P25_S097_04.mp4,Чем ты занимаешься,Чем ты занимаешься
098/P25_S098_00.mp4,Я дома хозяйн,Я домохозяйка
098/P25_S098_01.mp4,Я дома хозяйн,Я домохозяйка
098/P25_S098_02.mp4,Я дома хозяйн,Я домохозяйка
098/P25_S098_03.mp4,Я дома хозяйн,Я домохозяйка
098/P25_S098_04.mp4,Я дома хозяйн,Я домохозяйка
099/P25_S099_00.mp4,Где ты работа,Где ты работаешь
099/P25_S099_01.mp4,Где ты работа,Где ты работаешь
099/P25_S099_02.mp4,Где ты работа,Где ты работаешь
099/P25_S099_03.mp4,Где ты работа,Где ты работаешь
099/P25_S099_04.mp4,Где ты работа,Где ты работаешь
101/P25_S101_00.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P25_S101_01.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P25_S101_02.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P25_S101_03.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P25_S101_04.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
102/P25_S102_00.mp4,Я работа кафе,Я работаю в кафе
102/P25_S102_01.mp4,Я работа кафе,Я работаю в кафе
102/P25_S102_02.mp4,Я работа кафе,Я работаю в кафе
102/P25_S102_03.mp4,Я работа кафе,Я работаю в кафе
102/P25_S102_04.mp4,Я работа кафе,Я работаю в кафе
103/P25_S103_00.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P25_S103_01.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P25_S103_02.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P25_S103_03.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P25_S103_04.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
104/P25_S104_00.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
104/P25_S104_01.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
104/P25_S104_02.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
104/P25_S104_03.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
104/P25_S104_04.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
105/P25_S105_00.mp4,Мой папа обувь пошывать,Мой папа сапожник
105/P25_S105_01.mp4,Мой папа обувь пошывать,Мой папа сапожник
105/P25_S105_02.mp4,Мой папа обувь пошывать,Мой папа сапожник
105/P25_S105_03.mp4,Мой папа обувь пошывать,Мой папа сапожник
105/P25_S105_04.mp4,Мой папа обувь пошывать,Мой папа сапожник
106/P25_S106_00.mp4,Я скоро буду университет учиться,Я скоро буду студентом
106/P25_S106_01.mp4,Я скоро буду университет учиться,Я скоро буду студентом
106/P25_S106_02.mp4,Я скоро буду университет учиться,Я скоро буду студентом
106/P25_S106_03.mp4,Я скоро буду университет учиться,Я скоро буду студентом
106/P25_S106_04.mp4,Я скоро буду университет учиться,Я скоро буду студентом
107/P25_S107_00.mp4,Я тоже учусь в школе,Я тоже учусь в школе
107/P25_S107_01.mp4,Я тоже учусь в школе,Я тоже учусь в школе
107/P25_S107_02.mp4,Я тоже учусь в школе,Я тоже учусь в школе
107/P25_S107_03.mp4,Я тоже учусь в школе,Я тоже учусь в школе
107/P25_S107_04.mp4,Я тоже учусь в школе,Я тоже учусь в школе
108/P25_S108_00.mp4,Я люблю животных,Я люблю животных
108/P25_S108_01.mp4,Я люблю животных,Я люблю животных
108/P25_S108_02.mp4,Я люблю животных,Я люблю животных
108/P25_S108_03.mp4,Я люблю животных,Я люблю животных
108/P25_S108_04.mp4,Я люблю животных,Я люблю животных
109/P25_S109_00.mp4,Я тоже обожаю собак,Я тоже обожаю собак
109/P25_S109_01.mp4,Я тоже обожаю собак,Я тоже обожаю собак
109/P25_S109_02.mp4,Я тоже обожаю собак,Я тоже обожаю собак
109/P25_S109_03.mp4,Я тоже обожаю собак,Я тоже обожаю собак
109/P25_S109_04.mp4,Я тоже обожаю собак,Я тоже обожаю собак
110/P25_S110_00.mp4,У меня есть кошка,У меня есть кошка
110/P25_S110_01.mp4,У меня есть кошка,У меня есть кошка
110/P25_S110_02.mp4,У меня есть кошка,У меня есть кошка
110/P25_S110_03.mp4,У меня есть кошка,У меня есть кошка
110/P25_S110_04.mp4,У меня есть кошка,У меня есть кошка
111/P25_S111_00.mp4,Ты будешь кофе,Ты будешь кофе
111/P25_S111_01.mp4,Ты будешь кофе,Ты будешь кофе
111/P25_S111_02.mp4,Ты будешь кофе,Ты будешь кофе
111/P25_S111_03.mp4,Ты будешь кофе,Ты будешь кофе
111/P25_S111_04.mp4,Ты будешь кофе,Ты будешь кофе
112/P25_S112_00.mp4,Я обожаю кофе,Я обожаю кофе
112/P25_S112_01.mp4,Я обожаю кофе,Я обожаю кофе
112/P25_S112_02.mp4,Я обожаю кофе,Я обожаю кофе
112/P25_S112_03.mp4,Я обожаю кофе,Я обожаю кофе
112/P25_S112_04.mp4,Я обожаю кофе,Я обожаю кофе
113/P25_S113_00.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
113/P25_S113_01.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
113/P25_S113_02.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
113/P25_S113_03.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
113/P25_S113_04.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
114/P25_S114_00.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
114/P25_S114_01.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
114/P25_S114_02.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
114/P25_S114_03.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
114/P25_S114_04.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
115/P25_S115_00.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
115/P25_S115_01.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
115/P25_S115_02.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
115/P25_S115_03.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
115/P25_S115_04.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
116/P25_S116_00.mp4,Давай пить кофе,Давай пить кофе
116/P25_S116_01.mp4,Давай пить кофе,Давай пить кофе
116/P25_S116_02.mp4,Давай пить кофе,Давай пить кофе
116/P25_S116_03.mp4,Давай пить кофе,Давай пить кофе
116/P25_S116_04.mp4,Давай пить кофе,Давай пить кофе
117/P25_S117_00.mp4,Пойдем пить чай,Пойдем пить чай
117/P25_S117_01.mp4,Пойдем пить чай,Пойдем пить чай
117/P25_S117_02.mp4,Пойдем пить чай,Пойдем пить чай
117/P25_S117_03.mp4,Пойдем пить чай,Пойдем пить чай
117/P25_S117_04.mp4,Пойдем пить чай,Пойдем пить чай
118/P25_S118_00.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
118/P25_S118_01.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
118/P25_S118_02.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
118/P25_S118_03.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
118/P25_S118_04.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
119/P25_S119_00.mp4,Мне надо домой,Мне надо домой
119/P25_S119_01.mp4,Мне надо домой,Мне надо домой
119/P25_S119_02.mp4,Мне надо домой,Мне надо домой
119/P25_S119_03.mp4,Мне надо домой,Мне надо домой
119/P25_S119_04.mp4,Мне надо домой,Мне надо домой
120/P25_S120_00.mp4,Ты голоден,Ты голоден
120/P25_S120_01.mp4,Ты голоден,Ты голоден
120/P25_S120_02.mp4,Ты голоден,Ты голоден
120/P25_S120_03.mp4,Ты голоден,Ты голоден
120/P25_S120_04.mp4,Ты голоден,Ты голоден
121/P25_S121_00.mp4,Я хочу есть,Я хочу есть
121/P25_S121_01.mp4,Я хочу есть,Я хочу есть
121/P25_S121_02.mp4,Я хочу есть,Я хочу есть
121/P25_S121_03.mp4,Я хочу есть,Я хочу есть
121/P25_S121_04.mp4,Я хочу есть,Я хочу есть
122/P25_S122_00.mp4,Я хочу спать,Я хочу спать
122/P25_S122_01.mp4,Я хочу спать,Я хочу спать
122/P25_S122_02.mp4,Я хочу спать,Я хочу спать
122/P25_S122_03.mp4,Я хочу спать,Я хочу спать
122/P25_S122_04.mp4,Я хочу спать,Я хочу спать
123/P25_S123_00.mp4,Ты любишь рыбу,Ты любишь рыбу
123/P25_S123_01.mp4,Ты любишь рыбу,Ты любишь рыбу
123/P25_S123_02.mp4,Ты любишь рыбу,Ты любишь рыбу
123/P25_S123_03.mp4,Ты любишь рыбу,Ты любишь рыбу
123/P25_S123_04.mp4,Ты любишь рыбу,Ты любишь рыбу
124/P25_S124_00.mp4,Ты ешь свинину,Ты ешь свинину
124/P25_S124_01.mp4,Ты ешь свинину,Ты ешь свинину
124/P25_S124_02.mp4,Ты ешь свинину,Ты ешь свинину
124/P25_S124_03.mp4,Ты ешь свинину,Ты ешь свинину
124/P25_S124_04.mp4,Ты ешь свинину,Ты ешь свинину
125/P25_S125_00.mp4,Да я ем все,Да я ем все
125/P25_S125_01.mp4,Да я ем все,Да я ем все
125/P25_S125_02.mp4,Да я ем все,Да я ем все
125/P25_S125_03.mp4,Да я ем все,Да я ем все
125/P25_S125_04.mp4,Да я ем все,Да я ем все
126/P25_S126_00.mp4,Нет я не ем рыбу,Нет я не ем рыбу
126/P25_S126_01.mp4,Нет я не ем рыбу,Нет я не ем рыбу
126/P25_S126_02.mp4,Нет я не ем рыбу,Нет я не ем рыбу
126/P25_S126_03.mp4,Нет я не ем рыбу,Нет я не ем рыбу
126/P25_S126_04.mp4,Нет я не ем рыбу,Нет я не ем рыбу
127/P25_S127_00.mp4,Я всегда с радостью,Я всегда с радостью
127/P25_S127_01.mp4,Я всегда с радостью,Я всегда с радостью
127/P25_S127_02.mp4,Я всегда с радостью,Я всегда с радостью
127/P25_S127_03.mp4,Я всегда с радостью,Я всегда с радостью
127/P25_S127_04.mp4,Я всегда с радостью,Я всегда с радостью
128/P25_S128_00.mp4,Я с удовольствием приду в следующий раз,Я с удовольствием приду в следующий раз
128/P25_S128_01.mp4,Я с удовольствием приду в следующий раз,Я с удовольствием приду в следующий раз
128/P25_S128_02.mp4,Я с удовольствием приду в следующий раз,Я с удовольствием приду в следующий раз
128/P25_S128_03.mp4,Я с удовольствием приду в следующий раз,Я с удовольствием приду в следующий раз
128/P25_S128_04.mp4,Я с удовольствием приду в следующий раз,Я с удовольствием приду в следующий раз
129/P25_S129_00.mp4,какой у тебя номер телефона,какой у тебя номер телефона
129/P25_S129_01.mp4,какой у тебя номер телефона,какой у тебя номер телефона
129/P25_S129_02.mp4,какой у тебя номер телефона,какой у тебя номер телефона
129/P25_S129_03.mp4,какой у тебя номер телефона,какой у тебя номер телефона
129/P25_S129_04.mp4,какой у тебя номер телефона,какой у тебя номер телефона
130/P25_S130_00.mp4,У тебя есть инстаграм,У тебя есть инстаграм
130/P25_S130_01.mp4,У тебя есть инстаграм,У тебя есть инстаграм
130/P25_S130_02.mp4,У тебя есть инстаграм,У тебя есть инстаграм
130/P25_S130_03.mp4,У тебя есть инстаграм,У тебя есть инстаграм
130/P25_S130_04.mp4,У тебя есть инстаграм,У тебя есть инстаграм
131/P25_S131_00.mp4,Добавь меня в группу вк,Добавь меня в группу вк
131/P25_S131_01.mp4,Добавь меня в группу вк,Добавь меня в группу вк
131/P25_S131_02.mp4,Добавь меня в группу вк,Добавь меня в группу вк
131/P25_S131_03.mp4,Добавь меня в группу вк,Добавь меня в группу вк
131/P25_S131_04.mp4,Добавь меня в группу вк,Добавь меня в группу вк
132/P25_S132_00.mp4,Добавь меня в группу фейсбук,Добавь меня в группу фейсбук
132/P25_S132_01.mp4,Добавь меня в группу фейсбук,Добавь меня в группу фейсбук
132/P25_S132_02.mp4,Добавь меня в группу фейсбук,Добавь меня в группу фейсбук
132/P25_S132_03.mp4,Добавь меня в группу фейсбук,Добавь меня в группу фейсбук
132/P25_S132_04.mp4,Добавь меня в группу фейсбук,Добавь меня в группу фейсбук
133/P25_S133_00.mp4,Вы мне нравитесь,Вы мне нравитесь
133/P25_S133_01.mp4,Вы мне нравитесь,Вы мне нравитесь
133/P25_S133_02.mp4,Вы мне нравитесь,Вы мне нравитесь
133/P25_S133_03.mp4,Вы мне нравитесь,Вы мне нравитесь
133/P25_S133_04.mp4,Вы мне нравитесь,Вы мне нравитесь
134/P25_S134_00.mp4,Вы мне не нравитесь,Вы мне не нравитесь
134/P25_S134_01.mp4,Вы мне не нравитесь,Вы мне не нравитесь
134/P25_S134_02.mp4,Вы мне не нравитесь,Вы мне не нравитесь
134/P25_S134_03.mp4,Вы мне не нравитесь,Вы мне не нравитесь
134/P25_S134_04.mp4,Вы мне не нравитесь,Вы мне не нравитесь
135/P25_S135_00.mp4,Давай будем дружба,Давай будем друзьями
135/P25_S135_01.mp4,Давай будем дружба,Давай будем друзьями
135/P25_S135_02.mp4,Давай будем дружба,Давай будем друзьями
135/P25_S135_03.mp4,Давай будем дружба,Давай будем друзьями
135/P25_S135_04.mp4,Давай будем дружба,Давай будем друзьями
136/P25_S136_00.mp4,Мой брат и сестра глухие,Мои брат и сестра глухие
136/P25_S136_01.mp4,Мой брат и сестра глухие,Мои брат и сестра глухие
136/P25_S136_02.mp4,Мой брат и сестра глухие,Мои брат и сестра глухие
136/P25_S136_03.mp4,Мой брат и сестра глухие,Мои брат и сестра глухие
136/P25_S136_04.mp4,Мой брат и сестра глухие,Мои брат и сестра глухие
137/P25_S137_00.mp4,У тебя есть глухие родственники,У тебя есть глухие родственники
137/P25_S137_01.mp4,У тебя есть глухие родственники,У тебя есть глухие родственники
137/P25_S137_02.mp4,У тебя есть глухие родственники,У тебя есть глухие родственники
137/P25_S137_03.mp4,У тебя есть глухие родственники,У тебя есть глухие родственники
137/P25_S137_04.mp4,У тебя есть глухие родственники,У тебя есть глухие родственники
138/P25_S138_00.mp4,Мой мама и папа глухие,Мои мама и папа глухие
138/P25_S138_01.mp4,Мой мама и папа глухие,Мои мама и папа глухие
138/P25_S138_02.mp4,Мой мама и папа глухие,Мои мама и папа глухие
138/P25_S138_03.mp4,Мой мама и папа глухие,Мои мама и папа глухие
138/P25_S138_04.mp4,Мой мама и папа глухие,Мои мама и папа глухие
139/P25_S139_00.mp4,Мой бабушка и дедушка слышащие,Мои бабушка и дедушка слышащие
139/P25_S139_01.mp4,Мой бабушка и дедушка слышащие,Мои бабушка и дедушка слышащие
139/P25_S139_02.mp4,Мой бабушка и дедушка слышащие,Мои бабушка и дедушка слышащие
139/P25_S139_03.mp4,Мой бабушка и дедушка слышащие,Мои бабушка и дедушка слышащие
139/P25_S139_04.mp4,Мой бабушка и дедушка слышащие,Мои бабушка и дедушка слышащие
140/P25_S140_00.mp4,У меня слышащие дядя и тетя,У меня слышащие дядя и тетя
140/P25_S140_01.mp4,У меня слышащие дядя и тетя,У меня слышащие дядя и тетя
140/P25_S140_02.mp4,У меня слышащие дядя и тетя,У меня слышащие дядя и тетя
140/P25_S140_03.mp4,У меня слышащие дядя и тетя,У меня слышащие дядя и тетя
140/P25_S140_04.mp4,У меня слышащие дядя и тетя,У меня слышащие дядя и тетя
141/P25_S141_00.mp4,У меня глухой ребенок,У меня глухой ребенок
141/P25_S141_01.mp4,У меня глухой ребенок,У меня глухой ребенок
141/P25_S141_02.mp4,У меня глухой ребенок,У меня глухой ребенок
141/P25_S141_03.mp4,У меня глухой ребенок,У меня глухой ребенок
141/P25_S141_04.mp4,У меня глухой ребенок,У меня глухой ребенок
142/P25_S142_00.mp4,Мой брат потерял слух,Мой брат потерял слух
142/P25_S142_01.mp4,Мой брат потерял слух,Мой брат потерял слух
142/P25_S142_02.mp4,Мой брат потерял слух,Мой брат потерял слух
142/P25_S142_03.mp4,Мой брат потерял слух,Мой брат потерял слух
142/P25_S142_04.mp4,Мой брат потерял слух,Мой брат потерял слух
143/P25_S143_00.mp4,Моя дочь родилась глухой,Моя дочь родилась глухой
143/P25_S143_01.mp4,Моя дочь родилась глухой,Моя дочь родилась глухой
143/P25_S143_02.mp4,Моя дочь родилась глухой,Моя дочь родилась глухой
143/P25_S143_03.mp4,Моя дочь родилась глухой,Моя дочь родилась глухой
143/P25_S143_04.mp4,Моя дочь родилась глухой,Моя дочь родилась глухой
144/P25_S144_00.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
144/P25_S144_01.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
144/P25_S144_02.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
144/P25_S144_03.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
144/P25_S144_04.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
145/P25_S145_00.mp4,Супер я научу буду,Супер я научу
145/P25_S145_01.mp4,Супер я научу буду,Супер я научу
145/P25_S145_02.mp4,Супер я научу буду,Супер я научу
145/P25_S145_03.mp4,Супер я научу буду,Супер я научу
145/P25_S145_04.mp4,Супер я научу буду,Супер я научу
146/P25_S146_00.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
146/P25_S146_01.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
146/P25_S146_02.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
146/P25_S146_03.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
146/P25_S146_04.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
147/P25_S147_00.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
147/P25_S147_01.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
147/P25_S147_02.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
147/P25_S147_03.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
147/P25_S147_04.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
148/P25_S148_00.mp4,Ничего страшного успеешь,Ничего страшного успеешь
148/P25_S148_01.mp4,Ничего страшного успеешь,Ничего страшного успеешь
148/P25_S148_02.mp4,Ничего страшного успеешь,Ничего страшного успеешь
148/P25_S148_03.mp4,Ничего страшного успеешь,Ничего страшного успеешь
148/P25_S148_04.mp4,Ничего страшного успеешь,Ничего страшного успеешь
149/P25_S149_00.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
149/P25_S149_01.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
149/P25_S149_02.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
149/P25_S149_03.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
149/P25_S149_04.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
150/P25_S150_00.mp4,Жаль я не понимаю,К сожалению я не понимаю
150/P25_S150_01.mp4,Жаль я не понимаю,К сожалению я не понимаю
150/P25_S150_02.mp4,Жаль я не понимаю,К сожалению я не понимаю
150/P25_S150_03.mp4,Жаль я не понимаю,К сожалению я не понимаю
150/P25_S150_04.mp4,Жаль я не понимаю,К сожалению я не понимаю
151/P25_S151_00.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
151/P25_S151_01.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
151/P25_S151_02.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
151/P25_S151_03.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
151/P25_S151_04.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
152/P25_S152_00.mp4,Не спешите пожалуйста,Не спешите пожалуйста
152/P25_S152_01.mp4,Не спешите пожалуйста,Не спешите пожалуйста
152/P25_S152_02.mp4,Не спешите пожалуйста,Не спешите пожалуйста
152/P25_S152_03.mp4,Не спешите пожалуйста,Не спешите пожалуйста
152/P25_S152_04.mp4,Не спешите пожалуйста,Не спешите пожалуйста
153/P25_S153_00.mp4,Извините я не успеваю,Извините я не успеваю
153/P25_S153_01.mp4,Извините я не успеваю,Извините я не успеваю
153/P25_S153_02.mp4,Извините я не успеваю,Извините я не успеваю
153/P25_S153_03.mp4,Извините я не успеваю,Извините я не успеваю
153/P25_S153_04.mp4,Извините я не успеваю,Извините я не успеваю
154/P25_S154_00.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
154/P25_S154_01.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
154/P25_S154_02.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
154/P25_S154_03.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
154/P25_S154_04.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
155/P25_S155_00.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
155/P25_S155_01.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
155/P25_S155_02.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
155/P25_S155_03.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
155/P25_S155_04.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
156/P25_S156_00.mp4,Как будет жест,Как будет жест
156/P25_S156_01.mp4,Как будет жест,Как будет жест
156/P25_S156_02.mp4,Как будет жест,Как будет жест
156/P25_S156_03.mp4,Как будет жест,Как будет жест
156/P25_S156_04.mp4,Как будет жест,Как будет жест
157/P25_S157_00.mp4,Простите я не знаю,Простите я не знаю
157/P25_S157_01.mp4,Простите я не знаю,Простите я не знаю
157/P25_S157_02.mp4,Простите я не знаю,Простите я не знаю
157/P25_S157_03.mp4,Простите я не знаю,Простите я не знаю
157/P25_S157_04.mp4,Простите я не знаю,Простите я не знаю
158/P25_S158_00.mp4,Я немного волнуюсь,Я немного волнуюсь
158/P25_S158_01.mp4,Я немного волнуюсь,Я немного волнуюсь
158/P25_S158_02.mp4,Я немного волнуюсь,Я немного волнуюсь
158/P25_S158_03.mp4,Я немного волнуюсь,Я немного волнуюсь
158/P25_S158_04.mp4,Я немного волнуюсь,Я немного волнуюсь
159/P25_S159_00.mp4,Вы глухой,Вы глухой
159/P25_S159_01.mp4,Вы глухой,Вы глухой
159/P25_S159_02.mp4,Вы глухой,Вы глухой
159/P25_S159_03.mp4,Вы глухой,Вы глухой
159/P25_S159_04.mp4,Вы глухой,Вы глухой
160/P25_S160_00.mp4,Извините меня,Извините меня
160/P25_S160_01.mp4,Извините меня,Извините меня
160/P25_S160_02.mp4,Извините меня,Извините меня
160/P25_S160_03.mp4,Извините меня,Извините меня
160/P25_S160_04.mp4,Извините меня,Извините меня
161/P25_S161_00.mp4,Простите,Простите
161/P25_S161_01.mp4,Простите,Простите
161/P25_S161_02.mp4,Простите,Простите
161/P25_S161_03.mp4,Простите,Простите
161/P25_S161_04.mp4,Простите,Простите
162/P25_S162_00.mp4,Мне жаль,Мне жаль
162/P25_S162_01.mp4,Мне жаль,Мне жаль
162/P25_S162_02.mp4,Мне жаль,Мне жаль
162/P25_S162_03.mp4,Мне жаль,Мне жаль
162/P25_S162_04.mp4,Мне жаль,Мне жаль
163/P25_S163_00.mp4,Мне очень жаль,Мне очень жаль
163/P25_S163_01.mp4,Мне очень жаль,Мне очень жаль
163/P25_S163_02.mp4,Мне очень жаль,Мне очень жаль
163/P25_S163_03.mp4,Мне очень жаль,Мне очень жаль
163/P25_S163_04.mp4,Мне очень жаль,Мне очень жаль
164/P25_S164_00.mp4,Ничего все нормально,Ничего все нормально
164/P25_S164_01.mp4,Ничего все нормально,Ничего все нормально
164/P25_S164_02.mp4,Ничего все нормально,Ничего все нормально
164/P25_S164_03.mp4,Ничего все нормально,Ничего все нормально
164/P25_S164_04.mp4,Ничего все нормально,Ничего все нормально
165/P25_S165_00.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
165/P25_S165_01.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
165/P25_S165_02.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
165/P25_S165_03.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
165/P25_S165_04.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
166/P25_S166_00.mp4,Какой прекрасный день,Какой прекрасный день
166/P25_S166_01.mp4,Какой прекрасный день,Какой прекрасный день
166/P25_S166_02.mp4,Какой прекрасный день,Какой прекрасный день
166/P25_S166_03.mp4,Какой прекрасный день,Какой прекрасный день
166/P25_S166_04.mp4,Какой прекрасный день,Какой прекрасный день
167/P25_S167_00.mp4,Сегодня так жарко,Сегодня так жарко
167/P25_S167_01.mp4,Сегодня так жарко,Сегодня так жарко
167/P25_S167_02.mp4,Сегодня так жарко,Сегодня так жарко
167/P25_S167_03.mp4,Сегодня так жарко,Сегодня так жарко
167/P25_S167_04.mp4,Сегодня так жарко,Сегодня так жарко
168/P25_S168_00.mp4,Какая сейчас погода,Какая сейчас погода
168/P25_S168_01.mp4,Какая сейчас погода,Какая сейчас погода
168/P25_S168_02.mp4,Какая сейчас погода,Какая сейчас погода
168/P25_S168_03.mp4,Какая сейчас погода,Какая сейчас погода
168/P25_S168_04.mp4,Какая сейчас погода,Какая сейчас погода
169/P25_S169_00.mp4,На улице идет снег,На улице идет снег
169/P25_S169_01.mp4,На улице идет снег,На улице идет снег
169/P25_S169_02.mp4,На улице идет снег,На улице идет снег
169/P25_S169_03.mp4,На улице идет снег,На улице идет снег
169/P25_S169_04.mp4,На улице идет снег,На улице идет снег
170/P25_S170_00.mp4,Хорошая погода,Хорошая погода
170/P25_S170_01.mp4,Хорошая погода,Хорошая погода
